T_ambiente_C,T_cabeza_C,P_cabeza,unidad_presion,flujo_bpd,P_cabeza_Pa,flujo_masico_kg_s,h_J_kg,s_J_kgK,h0_J_kg,s0_J_kgK,exergia_J_kg,Pmax_conceptual_kW,fase,exergy_status
23.78,74.37,2.387,barg,584.3,340025.0,1.0486719864947724,311576.54791278753,1007.8184703154232,99827.02055845455,350.08279562319296,16448.07346796908,17.248633877667096,liquid,ok
27.43,68.8,1.861,barg,365.5,287425.0,0.6581361256689671,288202.69066023314,940.1708637006749,115090.01429639409,401.172115050647,11100.432494613691,7.305595635254962,liquid,ok
23.92,55.41,25.399,psig,638.5,276444.9406579975,1.1579860528836587,232176.88712376554,773.068830706265,100412.56519492868,352.05432642357465,6693.543141578062,7.751029602322466,liquid,ok
23.2,75.13,47.855,psia,150.3,329948.6102645546,0.2696242349595875,314753.4585151077,1016.9798540049255,97401.08308928442,341.90474050197327,17293.865539223392,4.662845265507081,liquid,ok
27.08,80.56,47.184,psia,606.1,325322.2281208389,1.083576359243102,337519.2125786191,1081.8552261803477,113626.6853804434,396.30092753369826,18068.560115492146,19.578664586710104,liquid,ok
23.33,80.39,1.835,barg,478.6,284825.0,0.8557115386225043,336773.79474971443,1079.8651611147868,97944.8433126464,343.7391963574885,20582.32540582426,17.612533341446937,liquid,ok
23.06,90.55,1.906,barg,436.7,291925.0,0.7754877534587999,379452.7019462013,1198.8607465451748,96815.4848632122,339.92823774312825,28212.818650734902,21.87869535419894,liquid,ok
25.09,96.32,3.582,bar_abs,411.9,358200.0,0.7284585779316858,403785.34952137124,1265.0508139889473,105305.66341324573,368.4931725286061,31090.33511899336,22.648021308201454,liquid,ok
25.75,81.69,30.375,psig,191.0,310753.2529488015,0.3412147655281087,342249.14027542906,1095.2485858149664,108065.58801274029,377.7369872439534,19719.335449812992,6.728528421878061,liquid,ok
24.76,68.59,29.852,psig,202.0,307147.29488447466,0.36377773272462927,287339.63596208266,937.587212685459,103925.62597602261,363.86333915474995,12495.930822526512,4.545741382902507,liquid,ok
26.5,81.65,53.852,psia,559.7,371296.4697516831,0.9999382951521117,342129.2445576292,1094.7349282156208,111201.634782808,388.21580592627555,19219.154780818935,19.217968865796642,liquid,ok
25.45,87.82,2.593,barg,493.5,360625.0,0.8780387771797035,368029.9547704835,1167.1389515414303,106811.10117592178,373.53786776083825,24249.569977676932,21.2920627703331,liquid,ok
21.13,89.72,3.535,bar_abs,60.0,353500.0,0.10661223361282647,376010.45110492286,1189.2098148021366,88741.43934657026,312.5812023060667,29294.743673009187,3.1231780560947255,liquid,ok
26.95,80.81,43.447,psia,60.0,299556.5201162701,0.10724851192176135,338547.6548147607,1084.8367421210767,113083.15117294519,394.49014274455715,18291.48916892204,1.9617349941999038,liquid,ok
27.54,87.17,3.392,bar_abs,418.4,339200.0,0.7447433606210556,365282.02761671453,1159.580898564142,115549.90808651081,402.70185641604127,22146.160346691293,16.493205881447636,liquid,ok
23.71,64.01,2.894,bar_abs,192.6,289400.0,0.347740328557113,268155.55948189774,881.1245707948278,99534.24443349647,349.09666878924634,10683.51205902436,3.71508799354901,liquid,ok
24.12,62.15,2.431,bar_abs,691.3,243100.0,1.2493795586205863,260335.08887481582,858.0054996242811,101249.04012326899,354.86912926725023,9518.699935512268,11.89246912407212,liquid,ok
19.04,79.3,3.3,bar_abs,357.5,330000.0,0.6396508505072759,332237.2849592119,1066.8820030979653,79995.32336486469,282.7547667809535,23127.82441487955,14.793732557360643,liquid,ok
23.89,73.23,3.248,bar_abs,689.7,324800.0,1.2386855438170528,306787.43621644453,994.0599715919798,100287.09219455357,351.6319366288038,15673.520516429184,19.414563284420815,liquid,ok
21.52,62.21,2.584,bar_abs,689.6,258400.0,1.2462755079921553,260598.86845931542,858.7456701039258,90373.1639693328,318.1223343950507,10920.226156648394,13.609610400766197,liquid,ok
25.01,83.13,38.23,psig,240.5,364911.5714866361,0.4292505541593163,348335.77490678313,1112.210087584499,104971.11358150962,367.3712750309226,21283.5209742992,9.135963172679363,liquid,ok
24.03,57.58,20.863,psig,520.7,245170.32157618747,0.9433050892615134,241223.23282965142,800.607931341419,100872.62892247275,353.6027108846244,7509.592491828487,7.083836815821861,liquid,ok
24.05,78.21,2.244,barg,133.2,325725.0,0.2384902411187106,327662.4297551691,1053.8942265063076,100956.27621062324,353.884171526581,18663.165204571094,4.450982769676489,liquid,ok
23.18,64.88,2.591,bar_abs,202.1,259100.00000000003,0.3647129518839428,271770.9215345277,891.9252421174488,97317.4268560721,341.62244235374783,11382.2660244781,4.151259840915718,liquid,ok
26.15,78.93,3.182,bar_abs,549.1,318200.0,0.9826939751391908,330675.984984836,1062.4842745819642,109738.17594367093,383.3290574141091,17666.65254282611,17.360913014712683,liquid,ok
25.38,76.37,2.127,barg,655.2,314025.0,1.1744600760253072,319938.25380480674,1031.887107098908,106518.38179180618,372.55744679555465,16590.18852264047,19.484514073574505,liquid,ok
24.65,62.51,2.081,bar_abs,659.5,208100.0,1.1916585297421385,261811.9526111045,862.5139758028222,103465.60200859167,362.3188830508128,9388.251980964473,11.187590552484842,liquid,ok
27.96,86.62,3.245,bar_abs,387.9,324500.0,0.6907073920366725,362959.8177079094,1153.1733207531122,117305.82519297715,408.53740775879504,21436.67275321344,14.806468331315651,liquid,ok
